Javadoc coverage metrics,terça, 21 nov. 2023 21:43:07 WET
Method,JLOC
net.sf.freecol.common.model.Unit.isOffensiveUnit(),6
net.sf.freecol.common.model.Unit.isOnCarrier(),5
net.sf.freecol.common.model.Unit.isOnTile(),5
net.sf.freecol.common.model.Unit.isOwnerHidden(),5
net.sf.freecol.common.model.Unit.isPerson(),5
net.sf.freecol.common.model.Unit.isReadyToTrade(),5
net.sf.freecol.common.model.Unit.isTileAccessible(Tile),8
net.sf.freecol.common.model.Unit.isTradingUnit(),6
net.sf.freecol.common.model.Unit.isUndead(),5
net.sf.freecol.common.model.Unit.losingEquipmentDemotesUnit(),5
net.sf.freecol.common.model.Unit.losingEquipmentKillsUnit(),5
net.sf.freecol.common.model.Unit.modifyExperience(int),8
net.sf.freecol.common.model.Unit.nonExpertWorker(GoodsType),7
net.sf.freecol.common.model.Unit.readAttributes(FreeColXMLReader),3
net.sf.freecol.common.model.Unit.readChild(FreeColXMLReader),3
net.sf.freecol.common.model.Unit.readChildren(FreeColXMLReader),3
net.sf.freecol.common.model.Unit.readyAndAble(),5
"net.sf.freecol.common.model.Unit.realStart(Location, Unit)",10
"net.sf.freecol.common.model.Unit.reduceVisibility(Tile, Player)",13
net.sf.freecol.common.model.Unit.remove(Locatable),3
net.sf.freecol.common.model.Unit.resolveDestination(),8
net.sf.freecol.common.model.Unit.roleIsAvailable(Role),6
"net.sf.freecol.common.model.Unit.search(Location, GoalDecider, CostDecider, int, Unit)",15
"net.sf.freecol.common.model.Unit.searchForDanger(int, float)",9
net.sf.freecol.common.model.Unit.setAttrition(int),5
net.sf.freecol.common.model.Unit.setCurrentStop(int),5
net.sf.freecol.common.model.Unit.setDestination(Location),5
net.sf.freecol.common.model.Unit.setEntryLocation(Location),7
net.sf.freecol.common.model.Unit.setEthnicity(String),5
net.sf.freecol.common.model.Unit.setExperience(int),8
net.sf.freecol.common.model.Unit.setHitPoints(int),5
net.sf.freecol.common.model.Unit.setHomeIndianSettlement(IndianSettlement),6
net.sf.freecol.common.model.Unit.setLocation(Location),11
net.sf.freecol.common.model.Unit.setLocationNoUpdate(Location),9
net.sf.freecol.common.model.Unit.setMovesLeft(int),6
net.sf.freecol.common.model.Unit.setName(String),5
net.sf.freecol.common.model.Unit.setNationality(String),8
net.sf.freecol.common.model.Unit.setOwner(Player),5
net.sf.freecol.common.model.Unit.setRole(Role),5
net.sf.freecol.common.model.Unit.setRoleCount(int),5
net.sf.freecol.common.model.Unit.setState(UnitState),13
net.sf.freecol.common.model.Unit.setStateToAllChildren(UnitState),5
net.sf.freecol.common.model.Unit.setStateUnchecked(UnitState),5
net.sf.freecol.common.model.Unit.setStudent(Unit),5
net.sf.freecol.common.model.Unit.setTeacher(Unit),5
net.sf.freecol.common.model.Unit.setTradeRoute(TradeRoute),5
net.sf.freecol.common.model.Unit.setTreasureAmount(int),5
net.sf.freecol.common.model.Unit.setTurnsOfTraining(int),7
net.sf.freecol.common.model.Unit.setType(UnitType),7
net.sf.freecol.common.model.Unit.setWorkImprovement(TileImprovement),6
net.sf.freecol.common.model.Unit.setWorkLeft(int),5
net.sf.freecol.common.model.Unit.setWorkType(GoodsType),6
net.sf.freecol.common.model.Unit.shouldTakeTransportTo(Location),13
net.sf.freecol.common.model.Unit.spendAllMoves(),6
net.sf.freecol.common.model.Unit.swapWork(Unit),5
net.sf.freecol.common.model.Unit.toShortString(),3
net.sf.freecol.common.model.Unit.toString(),3
net.sf.freecol.common.model.Unit.toString(String),6
net.sf.freecol.common.model.Unit.trySwapExpert(List<Unit>),7
net.sf.freecol.common.model.Unit.up(),3
net.sf.freecol.common.model.Unit.validateCurrentStop(),5
net.sf.freecol.common.model.Unit.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.common.model.Unit.writeChildren(FreeColXMLWriter),3
"net.sf.freecol.common.model.UnitChangeType.UnitChangeType(String, Specification)",6
net.sf.freecol.common.model.UnitChangeType.addUnitTypeChange(UnitTypeChange),7
net.sf.freecol.common.model.UnitChangeType.copyIn(T),3
net.sf.freecol.common.model.UnitChangeType.deleteUnitChanges(UnitType),0
net.sf.freecol.common.model.UnitChangeType.getChanges(),5
net.sf.freecol.common.model.UnitChangeType.getOwnerChange(),6
"net.sf.freecol.common.model.UnitChangeType.getUnitChange(UnitType, UnitType)",9
net.sf.freecol.common.model.UnitChangeType.getUnitChanges(UnitType),6
net.sf.freecol.common.model.UnitChangeType.getXMLTagName(),3
net.sf.freecol.common.model.UnitChangeType.readAttributes(FreeColXMLReader),3
net.sf.freecol.common.model.UnitChangeType.readChild(FreeColXMLReader),3
net.sf.freecol.common.model.UnitChangeType.readChildren(FreeColXMLReader),3
"net.sf.freecol.common.model.UnitChangeType.setChanges(Map<UnitType, List<UnitTypeChange>>)",5
net.sf.freecol.common.model.UnitChangeType.toString(),3
net.sf.freecol.common.model.UnitChangeType.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.common.model.UnitChangeType.writeChildren(FreeColXMLWriter),3
net.sf.freecol.common.model.UnitChangeTypeTest.testAbilityScope(),0
net.sf.freecol.common.model.UnitChangeTypeTest.testCreation(),0
net.sf.freecol.common.model.UnitChangeTypeTest.testEmptyScope(),0
"net.sf.freecol.common.model.UnitIterator.UnitIterator(Player, Predicate<Unit>)",9
net.sf.freecol.common.model.UnitIterator.hasNext(),3
net.sf.freecol.common.model.UnitIterator.next(),3
net.sf.freecol.common.model.UnitIterator.remove(),3
net.sf.freecol.common.model.UnitIterator.remove(Unit),6
net.sf.freecol.common.model.UnitIterator.reset(),3
net.sf.freecol.common.model.UnitIterator.setNext(Unit),6
net.sf.freecol.common.model.UnitIterator.update(),4
net.sf.freecol.common.model.UnitLocation.NoAddReason.getDescriptionKey(),5
net.sf.freecol.common.model.UnitLocation.NoAddReason.getKey(),5
net.sf.freecol.common.model.UnitLocation.UnitLocation(Game),5
"net.sf.freecol.common.model.UnitLocation.UnitLocation(Game, String)",6
net.sf.freecol.common.model.UnitLocation.add(Locatable),3
net.sf.freecol.common.model.UnitLocation.addUnit(Unit),6
net.sf.freecol.common.model.UnitLocation.canAdd(Locatable),3
net.sf.freecol.common.model.UnitLocation.clearUnitList(),3
net.sf.freecol.common.model.UnitLocation.contains(Locatable),3
net.sf.freecol.common.model.UnitLocation.copyIn(T),3
net.sf.freecol.common.model.UnitLocation.disposeResources(),3
"net.sf.freecol.common.model.UnitLocation.equipForRole(Unit, Role, int)",8
net.sf.freecol.common.model.UnitLocation.getCarrierForUnit(Unit),6
net.sf.freecol.common.model.UnitLocation.getColony(),3
net.sf.freecol.common.model.UnitLocation.getDisposables(),3
net.sf.freecol.common.model.UnitLocation.getFirstUnit(),5
net.sf.freecol.common.model.UnitLocation.getGoodsContainer(),3
net.sf.freecol.common.model.UnitLocation.getIndianSettlement(),3
net.sf.freecol.common.model.UnitLocation.getLastUnit(),5
net.sf.freecol.common.model.UnitLocation.getLocationLabel(),3
net.sf.freecol.common.model.UnitLocation.getLocationLabelFor(Player),3
net.sf.freecol.common.model.UnitLocation.getNavalUnits(),5
net.sf.freecol.common.model.UnitLocation.getNoAddReason(Locatable),15
net.sf.freecol.common.model.UnitLocation.getSettlement(),3
net.sf.freecol.common.model.UnitLocation.getSpaceTaken(),8
net.sf.freecol.common.model.UnitLocation.getTile(),3
net.sf.freecol.common.model.UnitLocation.getTotalUnitCount(),7
net.sf.freecol.common.model.UnitLocation.getUnitCapacity(),6
net.sf.freecol.common.model.UnitLocation.getUnitCount(),3
net.sf.freecol.common.model.UnitLocation.getUnitList(),3
net.sf.freecol.common.model.UnitLocation.getUnits(),3
net.sf.freecol.common.model.UnitLocation.hasCarrierWithSpace(int),8
net.sf.freecol.common.model.UnitLocation.intern(),3
net.sf.freecol.common.model.UnitLocation.isEmpty(),5
net.sf.freecol.common.model.UnitLocation.isFull(),5
net.sf.freecol.common.model.UnitLocation.moveToFront(Unit),5
net.sf.freecol.common.model.UnitLocation.priceGoods(List<AbstractGoods>),7
net.sf.freecol.common.model.UnitLocation.readChild(FreeColXMLReader),3
net.sf.freecol.common.model.UnitLocation.readChildren(FreeColXMLReader),3
net.sf.freecol.common.model.UnitLocation.remove(Locatable),3
net.sf.freecol.common.model.UnitLocation.writeChildren(FreeColXMLWriter),3
net.sf.freecol.common.model.UnitTest.testAttrition(),0
net.sf.freecol.common.model.UnitTest.testCanAdd(),0
net.sf.freecol.common.model.UnitTest.testCarrierOwnerChange(),0
net.sf.freecol.common.model.UnitTest.testCopy(),0
net.sf.freecol.common.model.UnitTest.testDefaultRole(),0
net.sf.freecol.common.model.UnitTest.testFailedAddGoods(),0
net.sf.freecol.common.model.UnitTest.testGetLineOfSight(),0
net.sf.freecol.common.model.UnitTest.testGetMovesAsString(),0
net.sf.freecol.common.model.UnitTest.testIndianDies(),0
net.sf.freecol.common.model.UnitTest.testIsColonist(),4
net.sf.freecol.common.model.UnitTest.testMissionary(),0
net.sf.freecol.common.model.UnitTest.testOwnerChange(),0
net.sf.freecol.common.model.UnitTest.testTreasureTransportFee(),0
net.sf.freecol.common.model.UnitTest.testUnitAvailability(),0
net.sf.freecol.common.model.UnitTest.testUnitCanBuildColony(),0
net.sf.freecol.common.model.UnitTest.testUnitLocationAfterBuildingColony(),0
net.sf.freecol.common.model.UnitTest.testUnitLosesExperienceWithRoleChange(),0
"net.sf.freecol.common.model.UnitTradeItem.UnitTradeItem(Game, FreeColXMLReader)",7
"net.sf.freecol.common.model.UnitTradeItem.UnitTradeItem(Game, Player, Player, Unit)",8
net.sf.freecol.common.model.UnitTradeItem.copyIn(T),3
net.sf.freecol.common.model.UnitTradeItem.equals(Object),3
net.sf.freecol.common.model.UnitTradeItem.evaluateFor(Player),3
net.sf.freecol.common.model.UnitTradeItem.getLabel(),3
net.sf.freecol.common.model.UnitTradeItem.getUnit(),3
net.sf.freecol.common.model.UnitTradeItem.getXMLTagName(),3
net.sf.freecol.common.model.UnitTradeItem.hashCode(),3
net.sf.freecol.common.model.UnitTradeItem.isUnique(),3
net.sf.freecol.common.model.UnitTradeItem.isValid(),3
net.sf.freecol.common.model.UnitTradeItem.readAttributes(FreeColXMLReader),3
net.sf.freecol.common.model.UnitTradeItem.setUnit(Unit),3
net.sf.freecol.common.model.UnitTradeItem.toString(),3
net.sf.freecol.common.model.UnitTradeItem.writeAttributes(FreeColXMLWriter),3
"net.sf.freecol.common.model.UnitType.UnitType(String, Specification)",6
"net.sf.freecol.common.model.UnitType.addConsumption(GoodsType, int)",6
"net.sf.freecol.common.model.UnitType.canBeBuiltInColony(Colony, List<BuildableType>)",3
net.sf.freecol.common.model.UnitType.canBuildColony(),5
net.sf.freecol.common.model.UnitType.canCarryGoods(),5
net.sf.freecol.common.model.UnitType.canCarryTreasure(),5
net.sf.freecol.common.model.UnitType.canCarryUnits(),5
net.sf.freecol.common.model.UnitType.canMoveToHighSeas(),8
net.sf.freecol.common.model.UnitType.copyIn(T),3
net.sf.freecol.common.model.UnitType.getAttackRange(),0
net.sf.freecol.common.model.UnitType.getBaseDefence(),5
net.sf.freecol.common.model.UnitType.getBaseOffence(),5
net.sf.freecol.common.model.UnitType.getConsumedGoods(),3
net.sf.freecol.common.model.UnitType.getConsumption(),5
net.sf.freecol.common.model.UnitType.getConsumptionModifiers(String),3
net.sf.freecol.common.model.UnitType.getConsumptionOf(GoodsType),7
net.sf.freecol.common.model.UnitType.getDefaultRole(),5
net.sf.freecol.common.model.UnitType.getDefence(),5
net.sf.freecol.common.model.UnitType.getDisplayRoleId(),5
net.sf.freecol.common.model.UnitType.getExpertProduction(),5
net.sf.freecol.common.model.UnitType.getExpertRoles(),6
net.sf.freecol.common.model.UnitType.getHitPoints(),5
net.sf.freecol.common.model.UnitType.getLineOfSight(),5
net.sf.freecol.common.model.UnitType.getMaximumAttrition(),6
net.sf.freecol.common.model.UnitType.getMaximumExperience(),5
"net.sf.freecol.common.model.UnitType.getMaximumIndex(Colony, JList<BuildableType>, int)",0
net.sf.freecol.common.model.UnitType.getMercenaryPrice(),6
"net.sf.freecol.common.model.UnitType.getMinimumIndex(Colony, JList<BuildableType>, int)",0
net.sf.freecol.common.model.UnitType.getMovement(),5
net.sf.freecol.common.model.UnitType.getOffence(),5
net.sf.freecol.common.model.UnitType.getPrice(),7
net.sf.freecol.common.model.UnitType.getPriority(),3
net.sf.freecol.common.model.UnitType.getRecruitProbability(),5
net.sf.freecol.common.model.UnitType.getScoreValue(),5
net.sf.freecol.common.model.UnitType.getSkill(),5
net.sf.freecol.common.model.UnitType.getSkillTaught(),5
net.sf.freecol.common.model.UnitType.getSpace(),5
net.sf.freecol.common.model.UnitType.getSpaceTaken(),5
net.sf.freecol.common.model.UnitType.getTeachingType(UnitType),8
net.sf.freecol.common.model.UnitType.getWorkingAsKey(),5
net.sf.freecol.common.model.UnitType.getXMLTagName(),3
net.sf.freecol.common.model.UnitType.hasMaximumAttrition(),5
net.sf.freecol.common.model.UnitType.hasPrice(),5
net.sf.freecol.common.model.UnitType.hasSkill(),5
net.sf.freecol.common.model.UnitType.isDefaultUnitType(),5
net.sf.freecol.common.model.UnitType.isDefensive(),9
net.sf.freecol.common.model.UnitType.isNaval(),5
net.sf.freecol.common.model.UnitType.isOffensive(),5
net.sf.freecol.common.model.UnitType.isPerson(),5
net.sf.freecol.common.model.UnitType.isRecruitable(),5
net.sf.freecol.common.model.UnitType.readAttributes(FreeColXMLReader),3
net.sf.freecol.common.model.UnitType.readChild(FreeColXMLReader),3
net.sf.freecol.common.model.UnitType.readChildren(FreeColXMLReader),3
net.sf.freecol.common.model.UnitType.setAttackRange(int),3
net.sf.freecol.common.model.UnitType.setConsumption(TypeCountMap<GoodsType>),5
net.sf.freecol.common.model.UnitType.setHitPoints(int),3
net.sf.freecol.common.model.UnitType.setLineOfSight(int),3
net.sf.freecol.common.model.UnitType.setMercenaryPrice(int),5
net.sf.freecol.common.model.UnitType.setSkill(int),6
net.sf.freecol.common.model.UnitType.setSpace(int),6
net.sf.freecol.common.model.UnitType.setSpaceTaken(int),6
net.sf.freecol.common.model.UnitType.toString(),3
net.sf.freecol.common.model.UnitType.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.common.model.UnitType.writeChildren(FreeColXMLWriter),3
"net.sf.freecol.common.model.UnitTypeChange.UnitTypeChange(FreeColXMLReader, Specification)",8
"net.sf.freecol.common.model.UnitTypeChange.UnitTypeChange(String, Specification)",6
net.sf.freecol.common.model.UnitTypeChange.copyIn(T),3
net.sf.freecol.common.model.UnitTypeChange.getXMLTagName(),3
net.sf.freecol.common.model.UnitTypeChange.isAvailableTo(Player),7
net.sf.freecol.common.model.UnitTypeChange.readAttributes(FreeColXMLReader),3
net.sf.freecol.common.model.UnitTypeChange.toString(),3
net.sf.freecol.common.model.UnitTypeChange.writeAttributes(FreeColXMLWriter),3
net.sf.freecol.common.model.UnitWas.UnitWas(Unit),5
net.sf.freecol.common.model.UnitWas.change(FreeColGameObject),0
net.sf.freecol.common.model.UnitWas.compareTo(UnitWas),3
net.sf.freecol.common.model.UnitWas.equals(Object),3
net.sf.freecol.common.model.UnitWas.fireChanges(),3
"net.sf.freecol.common.model.UnitWas.getAmount(Location, GoodsType)",0
net.sf.freecol.common.model.UnitWas.getLocation(),0
net.sf.freecol.common.model.UnitWas.getUnit(),0
net.sf.freecol.common.model.UnitWas.getWorkType(),0
net.sf.freecol.common.model.UnitWas.hashCode(),3
net.sf.freecol.common.model.UnitWas.toString(),3
"net.sf.freecol.common.model.WorkLocation.Suggestion.Suggestion(WorkLocation, UnitType, UnitType, GoodsType, int)",15
net.sf.freecol.common.model.WorkLocation.Suggestion.getAmount(),0
net.sf.freecol.common.model.WorkLocation.Suggestion.getGoodsType(),0
net.sf.freecol.common.model.WorkLocation.Suggestion.getNewUnitType(),0
net.sf.freecol.common.model.WorkLocation.WorkLocation(Game),5
"net.sf.freecol.common.model.WorkLocation.WorkLocation(Game, String)",8
net.sf.freecol.common.model.WorkLocation.add(Locatable),3
net.sf.freecol.common.model.WorkLocation.canBeWorked(),5
net.sf.freecol.common.model.WorkLocation.canTeach(),6
net.sf.freecol.common.model.WorkLocation.copyIn(T),3
net.sf.freecol.common.model.WorkLocation.evaluateFor(Player),7
"net.sf.freecol.common.model.WorkLocation.getBestProductionType(boolean, GoodsType)",8
net.sf.freecol.common.model.WorkLocation.getClaimTemplate(),8
net.sf.freecol.common.model.WorkLocation.getColony(),3
net.sf.freecol.common.model.WorkLocation.getCurrentWorkType(),9
net.sf.freecol.common.model.WorkLocation.getExpertUnitType(),6
net.sf.freecol.common.model.WorkLocation.getGenericPotential(GoodsType),7
net.sf.freecol.common.model.WorkLocation.getInputs(),5
net.sf.freecol.common.model.WorkLocation.getLocationLabelFor(Player),3
net.sf.freecol.common.model.WorkLocation.getMaximumProductionOf(GoodsType),7
net.sf.freecol.common.model.WorkLocation.getNoAddReason(Locatable),3
"net.sf.freecol.common.model.WorkLocation.getOccupation(Unit, boolean)",10
net.sf.freecol.common.model.WorkLocation.getOccupation(UnitType),8
net.sf.freecol.common.model.WorkLocation.getOutputs(),5
net.sf.freecol.common.model.WorkLocation.getOwner(),6
"net.sf.freecol.common.model.WorkLocation.getPotentialProduction(GoodsType, UnitType)",23
net.sf.freecol.common.model.WorkLocation.getProduction(),5
net.sf.freecol.common.model.WorkLocation.getProductionDeficit(GoodsType),7
net.sf.freecol.common.model.WorkLocation.getProductionInfo(),6
"net.sf.freecol.common.model.WorkLocation.getProductionOf(Unit, GoodsType)",7
net.sf.freecol.common.model.WorkLocation.getProductionType(),5
net.sf.freecol.common.model.WorkLocation.getRank(),3
net.sf.freecol.common.model.WorkLocation.getSettlement(),3
"net.sf.freecol.common.model.WorkLocation.getSuggestion(Unit, ProductionType, GoodsType)",11
net.sf.freecol.common.model.WorkLocation.getSuggestions(),6
net.sf.freecol.common.model.WorkLocation.getTile(),3
net.sf.freecol.common.model.WorkLocation.getTotalProductionOf(GoodsType),7
"net.sf.freecol.common.model.WorkLocation.getUnitProduction(Unit, GoodsType)",11
net.sf.freecol.common.model.WorkLocation.getWorkFor(Unit),8
"net.sf.freecol.common.model.WorkLocation.goodSuggestionCheck(UnitType, Unit, GoodsType)",9
"net.sf.freecol.common.model.WorkLocation.goodSuggestionCheck(UnitType, Unit, GoodsType, WorkLocation)",11
net.sf.freecol.common.model.WorkLocation.hasInputs(),5
net.sf.freecol.common.model.WorkLocation.hasOutputs(),5
net.sf.freecol.common.model.WorkLocation.produces(GoodsType),7
